id_ptp,ptp_trunk,id,mean_correct_one_square_away_shuff,mean_correct_one_square_away,mean_correct_exact_shuff,mean_correct_exact
2,5d776e2...,1373,0.2,0.6,0.25,0.2
2,5d776e2...,1374,0.25,0.6,0.2,0.2
2,5d776e2...,1375,0.2,0.6,0.35,0.2
2,5d776e2...,1376,0.25,0.6,0.4,0.2
2,5d776e2...,1377,0.25,0.6,0.4,0.2
2,5d776e2...,1378,0.45,0.6,0.35,0.2
2,5d776e2...,1379,0.3,0.6,0.35,0.2
2,5d776e2...,1380,0.25,0.6,0.1,0.2
2,5d776e2...,1381,0.3,0.6,0.4,0.2
2,5d776e2...,1382,0.15,0.6,0.25,0.2
2,5d776e2...,1383,0.2,0.6,0.3,0.2
2,5d776e2...,1384,0.2,0.6,0.35,0.2
2,5d776e2...,1385,0.3,0.6,0.4,0.2
2,5d776e2...,1386,0.4,0.6,0.5,0.2
2,5d776e2...,1387,0.15,0.6,0.2,0.2
2,5d776e2...,1388,0.25,0.6,0.15,0.2
2,5d776e2...,1389,0.25,0.6,0.3,0.2
2,5d776e2...,1390,0.15,0.6,0.25,0.2
2,5d776e2...,1391,0.25,0.6,0.25,0.2
2,5d776e2...,1392,0.4,0.6,0.35,0.2
2,5d776e2...,1393,0.2,0.6,0.3,0.2
2,5d776e2...,1394,0.3,0.6,0.4,0.2
2,5d776e2...,1395,0.2,0.6,0.35,0.2
2,5d776e2...,1396,0.25,0.6,0.4,0.2
2,5d776e2...,1397,0.2,0.6,0.2,0.2
2,5d776e2...,1398,0.2,0.6,0.25,0.2
2,5d776e2...,1399,0.25,0.6,0.15,0.2
2,5d776e2...,1400,0.3,0.6,0.2,0.2
2,5d776e2...,1401,0.3,0.6,0.4,0.2
2,5d776e2...,1402,0.3,0.6,0.4,0.2
2,5d776e2...,1403,0.2,0.6,0.35,0.2
2,5d776e2...,1404,0.15,0.6,0.1,0.2
2,5d776e2...,1405,0.3,0.6,0.35,0.2
2,5d776e2...,1406,0.15,0.6,0.1,0.2
2,5d776e2...,1407,0.3,0.6,0.25,0.2
2,5d776e2...,1408,0.25,0.6,0.25,0.2
2,5d776e2...,1409,0.45,0.6,0.35,0.2
2,5d776e2...,1410,0.45,0.6,0.5,0.2
2,5d776e2...,1411,0.25,0.6,0.4,0.2
2,5d776e2...,1412,0.15,0.6,0.1,0.2
2,5d776e2...,1413,0.3,0.6,0.35,0.2
2,5d776e2...,1414,0.25,0.6,0.2,0.2
2,5d776e2...,1415,0.2,0.6,0.25,0.2
2,5d776e2...,1416,0.35,0.6,0.4,0.2
2,5d776e2...,1417,0.4,0.6,0.3,0.2
2,5d776e2...,1418,0.2,0.6,0.25,0.2
2,5d776e2...,1419,0.2,0.6,0.1,0.2
2,5d776e2...,1420,0.25,0.6,0.15,0.2
2,5d776e2...,1421,0.4,0.6,0.5,0.2
2,5d776e2...,1422,0.3,0.6,0.3,0.2
2,5d776e2...,1423,0.3,0.6,0.2,0.2
2,5d776e2...,1424,0.3,0.6,0.45,0.2
2,5d776e2...,1425,0.35,0.6,0.25,0.2
2,5d776e2...,1426,0.3,0.6,0.2,0.2
2,5d776e2...,1427,0.35,0.6,0.35,0.2
2,5d776e2...,1428,0.25,0.6,0.25,0.2
2,5d776e2...,1429,0.2,0.6,0.25,0.2
2,5d776e2...,1430,0.4,0.6,0.25,0.2
2,5d776e2...,1431,0.2,0.6,0.25,0.2
2,5d776e2...,1432,0.4,0.6,0.5,0.2
2,5d776e2...,1433,0.25,0.6,0.35,0.2
2,5d776e2...,1434,0.2,0.6,0.3,0.2
2,5d776e2...,1435,0.15,0.6,0.2,0.2
2,5d776e2...,1436,0.4,0.6,0.45,0.2
2,5d776e2...,1437,0.3,0.6,0.35,0.2
2,5d776e2...,1438,0.35,0.6,0.2,0.2
2,5d776e2...,1439,0.2,0.6,0.15,0.2
2,5d776e2...,1440,0.3,0.6,0.3,0.2
2,5d776e2...,1441,0.35,0.6,0.35,0.2
2,5d776e2...,1442,0.25,0.6,0.25,0.2
2,5d776e2...,1443,0.2,0.6,0.3,0.2
2,5d776e2...,1444,0.15,0.6,0.2,0.2
2,5d776e2...,1445,0.25,0.6,0.25,0.2
2,5d776e2...,1446,0.25,0.6,0.35,0.2
2,5d776e2...,1447,0.2,0.6,0.35,0.2
2,5d776e2...,1448,0.3,0.6,0.3,0.2
2,5d776e2...,1449,0.15,0.6,0.25,0.2
2,5d776e2...,1450,0.25,0.6,0.25,0.2
2,5d776e2...,1451,0.25,0.6,0.2,0.2
2,5d776e2...,1452,0.3,0.6,0.2,0.2
2,5d776e2...,1453,0.3,0.6,0.35,0.2
2,5d776e2...,1454,0.3,0.6,0.3,0.2
2,5d776e2...,1455,0.35,0.6,0.3,0.2
2,5d776e2...,1456,0.35,0.6,0.4,0.2
2,5d776e2...,1457,0.25,0.6,0.3,0.2
2,5d776e2...,1458,0.3,0.6,0.3,0.2
2,5d776e2...,1459,0.25,0.6,0.25,0.2
2,5d776e2...,1460,0.3,0.6,0.35,0.2
2,5d776e2...,1461,0.25,0.6,0.3,0.2
2,5d776e2...,1462,0.3,0.6,0.25,0.2
2,5d776e2...,1463,0.25,0.6,0.25,0.2
2,5d776e2...,1464,0.1,0.6,0.25,0.2
2,5d776e2...,1465,0.2,0.6,0.25,0.2
2,5d776e2...,1466,0.15,0.6,0.25,0.2
2,5d776e2...,1467,0.25,0.6,0.45,0.2
2,5d776e2...,1468,0.2,0.6,0.2,0.2
2,5d776e2...,1469,0.3,0.6,0.35,0.2
2,5d776e2...,1470,0.25,0.6,0.25,0.2
2,5d776e2...,1471,0.4,0.6,0.4,0.2
2,5d776e2...,1472,0.25,0.6,0.25,0.2
2,5d776e2...,1473,0.25,0.6,0.35,0.2
2,5d776e2...,1474,0.4,0.6,0.3,0.2
2,5d776e2...,1475,0.25,0.6,0.25,0.2
2,5d776e2...,1476,0.05,0.6,0.15,0.2
2,5d776e2...,1477,0.25,0.6,0.35,0.2
2,5d776e2...,1478,0.25,0.6,0.25,0.2
2,5d776e2...,1479,0.3,0.6,0.35,0.2
2,5d776e2...,1480,0.1,0.6,0.05,0.2
2,5d776e2...,1481,0.2,0.6,0.2,0.2
2,5d776e2...,1482,0.4,0.6,0.5,0.2
2,5d776e2...,1483,0.3,0.6,0.35,0.2
2,5d776e2...,1484,0.3,0.6,0.25,0.2
2,5d776e2...,1485,0.3,0.6,0.4,0.2
2,5d776e2...,1486,0.15,0.6,0.1,0.2
2,5d776e2...,1487,0.3,0.6,0.35,0.2
2,5d776e2...,1488,0.3,0.6,0.15,0.2
2,5d776e2...,1489,0.2,0.6,0.2,0.2
2,5d776e2...,1490,0.25,0.6,0.35,0.2
2,5d776e2...,1491,0.2,0.6,0.3,0.2
2,5d776e2...,1492,0.2,0.6,0.2,0.2
2,5d776e2...,1493,0.1,0.6,0.15,0.2
2,5d776e2...,1494,0.35,0.6,0.45,0.2
2,5d776e2...,1495,0.3,0.6,0.3,0.2
2,5d776e2...,1496,0.15,0.6,0.15,0.2
2,5d776e2...,1497,0.25,0.6,0.35,0.2
2,5d776e2...,1498,0.15,0.6,0.2,0.2
2,5d776e2...,1499,0.25,0.6,0.35,0.2
2,5d776e2...,1500,0.35,0.6,0.4,0.2
2,5d776e2...,1501,0.3,0.6,0.3,0.2
2,5d776e2...,1502,0.2,0.6,0.25,0.2
2,5d776e2...,1503,0.25,0.6,0.25,0.2
2,5d776e2...,1504,0.4,0.6,0.45,0.2
2,5d776e2...,1505,0.05,0.6,0.1,0.2
2,5d776e2...,1506,0.3,0.6,0.4,0.2
2,5d776e2...,1507,0.15,0.6,0.1,0.2
2,5d776e2...,1508,0.15,0.6,0.15,0.2
2,5d776e2...,1509,0.3,0.6,0.15,0.2
2,5d776e2...,1510,0.25,0.6,0.25,0.2
2,5d776e2...,1511,0.2,0.6,0.2,0.2
2,5d776e2...,1512,0.15,0.6,0.3,0.2
2,5d776e2...,1513,0.3,0.6,0.4,0.2
2,5d776e2...,1514,0.35,0.6,0.4,0.2
2,5d776e2...,1515,0.2,0.6,0.2,0.2
2,5d776e2...,1516,0.4,0.6,0.3,0.2
2,5d776e2...,1517,0.2,0.6,0.15,0.2
2,5d776e2...,1518,0.35,0.6,0.3,0.2
2,5d776e2...,1519,0.3,0.6,0.35,0.2
2,5d776e2...,1520,0.2,0.6,0.15,0.2
2,5d776e2...,1521,0.2,0.6,0.1,0.2
2,5d776e2...,1522,0.25,0.6,0.25,0.2
2,5d776e2...,1523,0.1,0.6,0.25,0.2
2,5d776e2...,1524,0.15,0.6,0.15,0.2
2,5d776e2...,1525,0.1,0.6,0.1,0.2
2,5d776e2...,1526,0.2,0.6,0.3,0.2
2,5d776e2...,1527,0.2,0.6,0.3,0.2
2,5d776e2...,1528,0.3,0.6,0.25,0.2
2,5d776e2...,1529,0.3,0.6,0.35,0.2
2,5d776e2...,1530,0.15,0.6,0.25,0.2
2,5d776e2...,1531,0.3,0.6,0.3,0.2
2,5d776e2...,1532,0.35,0.6,0.4,0.2
2,5d776e2...,1533,0.2,0.6,0.3,0.2
2,5d776e2...,1534,0.35,0.6,0.4,0.2
2,5d776e2...,1535,0.2,0.6,0.35,0.2
2,5d776e2...,1536,0.15,0.6,0.2,0.2
2,5d776e2...,1537,0.2,0.6,0.2,0.2
2,5d776e2...,1538,0.2,0.6,0.35,0.2
2,5d776e2...,1539,0.3,0.6,0.45,0.2
2,5d776e2...,1540,0.25,0.6,0.35,0.2
2,5d776e2...,1541,0.2,0.6,0.2,0.2
2,5d776e2...,1542,0.3,0.6,0.35,0.2
2,5d776e2...,1543,0.3,0.6,0.3,0.2
2,5d776e2...,1544,0.25,0.6,0.2,0.2
2,5d776e2...,1545,0.3,0.6,0.45,0.2
2,5d776e2...,1546,0.2,0.6,0.25,0.2
2,5d776e2...,1547,0.1,0.6,0.1,0.2
2,5d776e2...,1548,0.2,0.6,0.25,0.2
2,5d776e2...,1549,0.2,0.6,0.2,0.2
2,5d776e2...,1550,0.2,0.6,0.2,0.2
2,5d776e2...,1551,0.2,0.6,0.3,0.2
2,5d776e2...,1552,0.15,0.6,0.15,0.2
2,5d776e2...,1553,0.15,0.6,0.3,0.2
2,5d776e2...,1554,0.2,0.6,0.3,0.2
2,5d776e2...,1555,0.25,0.6,0.25,0.2
2,5d776e2...,1556,0.4,0.6,0.3,0.2
2,5d776e2...,1557,0.2,0.6,0.35,0.2
2,5d776e2...,1558,0.2,0.6,0.3,0.2
2,5d776e2...,1559,0.3,0.6,0.2,0.2
2,5d776e2...,1560,0.2,0.6,0.2,0.2
2,5d776e2...,1561,0.4,0.6,0.35,0.2
2,5d776e2...,1562,0.1,0.6,0.25,0.2
2,5d776e2...,1563,0.2,0.6,0.1,0.2
2,5d776e2...,1564,0.3,0.6,0.2,0.2
2,5d776e2...,1565,0.25,0.6,0.3,0.2
2,5d776e2...,1566,0.25,0.6,0.25,0.2
2,5d776e2...,1567,0.15,0.6,0.25,0.2
2,5d776e2...,1568,0.3,0.6,0.35,0.2
2,5d776e2...,1569,0.3,0.6,0.35,0.2
2,5d776e2...,1570,0.2,0.6,0.25,0.2
2,5d776e2...,1571,0.35,0.6,0.45,0.2
2,5d776e2...,1572,0.2,0.6,0.25,0.2
2,5d776e2...,1573,0.15,0.6,0.2,0.2
2,5d776e2...,1574,0.25,0.6,0.25,0.2
2,5d776e2...,1575,0.2,0.6,0.05,0.2
2,5d776e2...,1576,0.2,0.6,0.2,0.2
2,5d776e2...,1577,0.35,0.6,0.3,0.2
2,5d776e2...,1578,0.1,0.6,0.1,0.2
2,5d776e2...,1579,0.1,0.6,0.25,0.2
2,5d776e2...,1580,0.3,0.6,0.4,0.2
2,5d776e2...,1581,0.25,0.6,0.3,0.2
2,5d776e2...,1582,0.25,0.6,0.35,0.2
2,5d776e2...,1583,0.2,0.6,0.3,0.2
2,5d776e2...,1584,0.25,0.6,0.2,0.2
2,5d776e2...,1585,0.2,0.6,0.2,0.2
2,5d776e2...,1586,0.3,0.6,0.2,0.2
2,5d776e2...,1587,0.3,0.6,0.1,0.2
2,5d776e2...,1588,0.15,0.6,0.25,0.2
2,5d776e2...,1589,0.2,0.6,0.15,0.2
2,5d776e2...,1590,0.3,0.6,0.2,0.2
2,5d776e2...,1591,0.2,0.6,0.35,0.2
2,5d776e2...,1592,0.4,0.6,0.35,0.2
2,5d776e2...,1593,0.3,0.6,0.2,0.2
2,5d776e2...,1594,0.3,0.6,0.4,0.2
2,5d776e2...,1595,0.25,0.6,0.25,0.2
2,5d776e2...,1596,0.35,0.6,0.2,0.2
2,5d776e2...,1597,0.2,0.6,0.2,0.2
2,5d776e2...,1598,0.25,0.6,0.3,0.2
2,5d776e2...,1599,0.15,0.6,0.3,0.2
2,5d776e2...,1600,0.15,0.6,0.15,0.2
2,5d776e2...,1601,0.25,0.6,0.5,0.2
2,5d776e2...,1602,0.1,0.6,0.05,0.2
2,5d776e2...,1603,0.4,0.6,0.4,0.2
2,5d776e2...,1604,0.2,0.6,0.2,0.2
2,5d776e2...,1605,0.25,0.6,0.35,0.2
2,5d776e2...,1606,0.2,0.6,0.3,0.2
2,5d776e2...,1607,0.15,0.6,0.15,0.2
2,5d776e2...,1608,0.15,0.6,0.2,0.2
2,5d776e2...,1609,0.15,0.6,0.2,0.2
2,5d776e2...,1610,0.3,0.6,0.35,0.2
2,5d776e2...,1611,0.15,0.6,0.1,0.2
2,5d776e2...,1612,0.25,0.6,0.4,0.2
2,5d776e2...,1613,0.3,0.6,0.2,0.2
2,5d776e2...,1614,0.25,0.6,0.3,0.2
2,5d776e2...,1615,0.35,0.6,0.2,0.2
2,5d776e2...,1616,0.25,0.6,0.3,0.2
2,5d776e2...,1617,0.35,0.6,0.3,0.2
2,5d776e2...,1618,0.2,0.6,0.3,0.2
2,5d776e2...,1619,0.15,0.6,0.15,0.2
2,5d776e2...,1620,0.25,0.6,0.35,0.2
2,5d776e2...,1621,0.35,0.6,0.5,0.2
2,5d776e2...,1622,0.4,0.6,0.55,0.2
2,5d776e2...,1623,0.1,0.6,0.25,0.2
2,5d776e2...,1624,0.1,0.6,0.25,0.2
2,5d776e2...,1625,0.05,0.6,0.1,0.2
2,5d776e2...,1626,0.2,0.6,0.2,0.2
2,5d776e2...,1627,0.35,0.6,0.25,0.2
2,5d776e2...,1628,0.2,0.6,0.25,0.2
2,5d776e2...,1629,0.25,0.6,0.2,0.2
2,5d776e2...,1630,0.25,0.6,0.3,0.2
2,5d776e2...,1631,0.35,0.6,0.5,0.2
2,5d776e2...,1632,0.15,0.6,0.2,0.2
2,5d776e2...,1633,0.2,0.6,0.25,0.2
2,5d776e2...,1634,0.2,0.6,0.3,0.2
2,5d776e2...,1635,0.4,0.6,0.4,0.2
2,5d776e2...,1636,0.2,0.6,0.2,0.2
2,5d776e2...,1637,0.3,0.6,0.25,0.2
2,5d776e2...,1638,0.4,0.6,0.45,0.2
2,5d776e2...,1639,0.3,0.6,0.3,0.2
2,5d776e2...,1640,0.3,0.6,0.35,0.2
2,5d776e2...,1641,0.3,0.6,0.35,0.2
2,5d776e2...,1642,0.3,0.6,0.5,0.2
2,5d776e2...,1643,0.15,0.6,0.2,0.2
2,5d776e2...,1644,0.35,0.6,0.45,0.2
2,5d776e2...,1645,0.3,0.6,0.25,0.2
2,5d776e2...,1646,0.3,0.6,0.2,0.2
2,5d776e2...,1647,0.25,0.6,0.35,0.2
2,5d776e2...,1648,0.3,0.6,0.3,0.2
2,5d776e2...,1649,0.25,0.6,0.25,0.2
2,5d776e2...,1650,0.2,0.6,0.2,0.2
2,5d776e2...,1651,0.3,0.6,0.35,0.2
2,5d776e2...,1652,0.2,0.6,0.2,0.2
2,5d776e2...,1653,0.3,0.6,0.3,0.2
2,5d776e2...,1654,0.2,0.6,0.2,0.2
2,5d776e2...,1655,0.3,0.6,0.25,0.2
2,5d776e2...,1656,0.45,0.6,0.4,0.2
2,5d776e2...,1657,0.15,0.6,0,0.2
2,5d776e2...,1658,0.3,0.6,0.3,0.2
2,5d776e2...,1659,0.4,0.6,0.35,0.2
2,5d776e2...,1660,0.3,0.6,0.4,0.2
2,5d776e2...,1661,0.3,0.6,0.5,0.2
2,5d776e2...,1662,0.25,0.6,0.35,0.2
2,5d776e2...,1663,0.25,0.6,0.25,0.2
2,5d776e2...,1664,0.3,0.6,0.35,0.2
2,5d776e2...,1665,0.1,0.6,0.2,0.2
2,5d776e2...,1666,0.25,0.6,0.25,0.2
2,5d776e2...,1667,0.3,0.6,0.35,0.2
2,5d776e2...,1668,0.1,0.6,0.15,0.2
2,5d776e2...,1669,0.4,0.6,0.35,0.2
2,5d776e2...,1670,0.35,0.6,0.35,0.2
2,5d776e2...,1671,0.15,0.6,0.2,0.2
2,5d776e2...,1672,0.1,0.6,0.25,0.2
2,5d776e2...,1673,0.3,0.6,0.45,0.2
2,5d776e2...,1674,0.2,0.6,0.4,0.2
2,5d776e2...,1675,0.25,0.6,0.15,0.2
2,5d776e2...,1676,0.35,0.6,0.25,0.2
2,5d776e2...,1677,0.25,0.6,0.45,0.2
2,5d776e2...,1678,0.3,0.6,0.4,0.2
2,5d776e2...,1679,0.3,0.6,0.4,0.2
2,5d776e2...,1680,0.1,0.6,0.15,0.2
2,5d776e2...,1681,0.25,0.6,0.35,0.2
2,5d776e2...,1682,0.3,0.6,0.3,0.2
2,5d776e2...,1683,0.15,0.6,0.15,0.2
2,5d776e2...,1684,0.35,0.6,0.4,0.2
2,5d776e2...,1685,0.4,0.6,0.35,0.2
2,5d776e2...,1686,0.25,0.6,0.25,0.2
2,5d776e2...,1687,0.2,0.6,0.15,0.2
2,5d776e2...,1688,0.2,0.6,0.15,0.2
2,5d776e2...,1689,0.15,0.6,0.25,0.2
2,5d776e2...,1690,0.25,0.6,0.25,0.2
2,5d776e2...,1691,0.25,0.6,0.25,0.2
2,5d776e2...,1692,0.2,0.6,0.3,0.2
2,5d776e2...,1693,0.15,0.6,0.25,0.2
2,5d776e2...,1694,0.2,0.6,0.2,0.2
2,5d776e2...,1695,0.15,0.6,0.15,0.2
2,5d776e2...,1696,0.25,0.6,0.3,0.2
2,5d776e2...,1697,0.25,0.6,0.25,0.2
2,5d776e2...,1698,0.25,0.6,0.3,0.2
2,5d776e2...,1699,0.35,0.6,0.25,0.2
2,5d776e2...,1700,0.2,0.6,0.25,0.2
2,5d776e2...,1701,0.25,0.6,0.25,0.2
2,5d776e2...,1702,0.25,0.6,0.25,0.2
2,5d776e2...,1703,0.5,0.6,0.55,0.2
2,5d776e2...,1704,0.3,0.6,0.3,0.2
2,5d776e2...,1705,0.35,0.6,0.3,0.2
2,5d776e2...,1706,0.25,0.6,0.35,0.2
2,5d776e2...,1707,0.45,0.6,0.55,0.2
2,5d776e2...,1708,0.3,0.6,0.25,0.2
2,5d776e2...,1709,0.15,0.6,0.25,0.2
2,5d776e2...,1710,0.15,0.6,0.3,0.2
2,5d776e2...,1711,0.3,0.6,0.15,0.2
2,5d776e2...,1712,0.35,0.6,0.5,0.2
2,5d776e2...,1713,0.25,0.6,0.45,0.2
2,5d776e2...,1714,0.35,0.6,0.4,0.2
2,5d776e2...,1715,0.4,0.6,0.5,0.2
2,5d776e2...,1716,0.35,0.6,0.4,0.2
2,5d776e2...,1717,0.2,0.6,0.3,0.2
2,5d776e2...,1718,0.25,0.6,0.15,0.2
2,5d776e2...,1719,0.2,0.6,0.25,0.2
2,5d776e2...,1720,0.2,0.6,0.25,0.2
2,5d776e2...,1721,0.35,0.6,0.15,0.2
2,5d776e2...,1722,0.35,0.6,0.35,0.2
2,5d776e2...,1723,0.15,0.6,0.15,0.2
2,5d776e2...,1724,0.15,0.6,0.25,0.2
2,5d776e2...,1725,0.2,0.6,0.25,0.2
2,5d776e2...,1726,0.4,0.6,0.5,0.2
2,5d776e2...,1727,0.25,0.6,0.4,0.2
2,5d776e2...,1728,0.4,0.6,0.45,0.2
2,5d776e2...,1729,0.3,0.6,0.2,0.2
2,5d776e2...,1730,0.25,0.6,0.25,0.2
2,5d776e2...,1731,0.25,0.6,0.25,0.2
2,5d776e2...,1732,0.25,0.6,0.35,0.2
2,5d776e2...,1733,0.25,0.6,0.35,0.2
2,5d776e2...,1734,0.25,0.6,0.2,0.2
2,5d776e2...,1735,0.3,0.6,0.3,0.2
2,5d776e2...,1736,0.25,0.6,0.35,0.2
2,5d776e2...,1737,0.2,0.6,0.45,0.2
2,5d776e2...,1738,0.4,0.6,0.45,0.2
2,5d776e2...,1739,0.2,0.6,0.3,0.2
2,5d776e2...,1740,0.05,0.6,0.1,0.2
2,5d776e2...,1741,0.3,0.6,0.3,0.2
2,5d776e2...,1742,0.2,0.6,0.3,0.2
2,5d776e2...,1743,0.4,0.6,0.45,0.2
2,5d776e2...,1744,0.3,0.6,0.3,0.2
2,5d776e2...,1745,0.35,0.6,0.3,0.2
2,5d776e2...,1746,0.4,0.6,0.3,0.2
2,5d776e2...,1747,0.2,0.6,0.3,0.2
2,5d776e2...,1748,0.2,0.6,0.15,0.2
2,5d776e2...,1749,0.45,0.6,0.6,0.2
2,5d776e2...,1750,0.2,0.6,0.2,0.2
2,5d776e2...,1751,0.4,0.6,0.45,0.2
2,5d776e2...,1752,0.25,0.6,0.25,0.2
2,5d776e2...,1753,0.25,0.6,0.35,0.2
2,5d776e2...,1754,0.35,0.6,0.45,0.2
2,5d776e2...,1755,0.25,0.6,0.2,0.2
2,5d776e2...,1756,0.2,0.6,0.3,0.2
2,5d776e2...,1757,0.15,0.6,0.25,0.2
2,5d776e2...,1758,0.35,0.6,0.35,0.2
2,5d776e2...,1759,0.25,0.6,0.25,0.2
2,5d776e2...,1760,0.25,0.6,0.3,0.2
2,5d776e2...,1761,0.15,0.6,0.05,0.2
2,5d776e2...,1762,0.3,0.6,0.35,0.2
2,5d776e2...,1763,0.2,0.6,0.25,0.2
2,5d776e2...,1764,0.2,0.6,0.2,0.2
2,5d776e2...,1765,0.1,0.6,0.25,0.2
2,5d776e2...,1766,0.05,0.6,0.15,0.2
2,5d776e2...,1767,0.3,0.6,0.2,0.2
2,5d776e2...,1768,0.15,0.6,0.25,0.2
2,5d776e2...,1769,0.1,0.6,0.3,0.2
2,5d776e2...,1770,0.25,0.6,0.35,0.2
2,5d776e2...,1771,0.2,0.6,0.3,0.2
2,5d776e2...,1772,0.35,0.6,0.45,0.2
2,5d776e2...,1773,0.3,0.6,0.25,0.2
2,5d776e2...,1774,0.2,0.6,0.15,0.2
2,5d776e2...,1775,0.35,0.6,0.45,0.2
2,5d776e2...,1776,0.35,0.6,0.35,0.2
2,5d776e2...,1777,0.25,0.6,0.3,0.2
2,5d776e2...,1778,0.25,0.6,0.2,0.2
2,5d776e2...,1779,0.25,0.6,0.3,0.2
2,5d776e2...,1780,0.25,0.6,0.3,0.2
2,5d776e2...,1781,0.2,0.6,0.4,0.2
2,5d776e2...,1782,0.2,0.6,0.35,0.2
2,5d776e2...,1783,0.25,0.6,0.25,0.2
2,5d776e2...,1784,0.3,0.6,0.35,0.2
2,5d776e2...,1785,0.25,0.6,0.35,0.2
2,5d776e2...,1786,0.4,0.6,0.3,0.2
2,5d776e2...,1787,0.3,0.6,0.3,0.2
2,5d776e2...,1788,0.2,0.6,0.2,0.2
2,5d776e2...,1789,0.3,0.6,0.2,0.2
2,5d776e2...,1790,0.35,0.6,0.4,0.2
2,5d776e2...,1791,0.15,0.6,0.25,0.2
2,5d776e2...,1792,0.35,0.6,0.3,0.2
2,5d776e2...,1793,0.4,0.6,0.35,0.2
2,5d776e2...,1794,0.15,0.6,0.15,0.2
2,5d776e2...,1795,0.3,0.6,0.4,0.2
2,5d776e2...,1796,0.3,0.6,0.35,0.2
2,5d776e2...,1797,0.3,0.6,0.4,0.2
2,5d776e2...,1798,0.25,0.6,0.3,0.2
2,5d776e2...,1799,0.2,0.6,0.35,0.2
2,5d776e2...,1800,0.25,0.6,0.45,0.2
2,5d776e2...,1801,0.3,0.6,0.3,0.2
2,5d776e2...,1802,0.1,0.6,0.15,0.2
2,5d776e2...,1803,0.35,0.6,0.45,0.2
2,5d776e2...,1804,0.2,0.6,0.15,0.2
2,5d776e2...,1805,0.3,0.6,0.15,0.2
2,5d776e2...,1806,0.2,0.6,0.25,0.2
2,5d776e2...,1807,0.2,0.6,0.3,0.2
2,5d776e2...,1808,0.15,0.6,0.2,0.2
2,5d776e2...,1809,0.25,0.6,0.25,0.2
2,5d776e2...,1810,0.15,0.6,0.15,0.2
2,5d776e2...,1811,0.25,0.6,0.4,0.2
2,5d776e2...,1812,0.15,0.6,0.15,0.2
2,5d776e2...,1813,0.35,0.6,0.55,0.2
2,5d776e2...,1814,0.3,0.6,0.2,0.2
2,5d776e2...,1815,0.3,0.6,0.2,0.2
2,5d776e2...,1816,0.1,0.6,0.2,0.2
2,5d776e2...,1817,0.3,0.6,0.4,0.2
2,5d776e2...,1818,0.4,0.6,0.4,0.2
2,5d776e2...,1819,0.4,0.6,0.4,0.2
2,5d776e2...,1820,0.25,0.6,0.2,0.2
2,5d776e2...,1821,0.35,0.6,0.45,0.2
2,5d776e2...,1822,0.2,0.6,0.2,0.2
2,5d776e2...,1823,0.15,0.6,0.3,0.2
2,5d776e2...,1824,0.25,0.6,0.3,0.2
2,5d776e2...,1825,0.05,0.6,0.15,0.2
2,5d776e2...,1826,0.15,0.6,0.2,0.2
2,5d776e2...,1827,0.15,0.6,0.3,0.2
2,5d776e2...,1828,0.4,0.6,0.4,0.2
2,5d776e2...,1829,0.15,0.6,0.2,0.2
2,5d776e2...,1830,0.3,0.6,0.35,0.2
2,5d776e2...,1831,0.3,0.6,0.3,0.2
2,5d776e2...,1832,0.3,0.6,0.2,0.2
2,5d776e2...,1833,0.3,0.6,0.25,0.2
2,5d776e2...,1834,0.55,0.6,0.55,0.2
2,5d776e2...,1835,0.15,0.6,0.2,0.2
2,5d776e2...,1836,0.25,0.6,0.3,0.2
2,5d776e2...,1837,0.1,0.6,0.1,0.2
2,5d776e2...,1838,0.35,0.6,0.2,0.2
2,5d776e2...,1839,0.4,0.6,0.5,0.2
2,5d776e2...,1840,0.3,0.6,0.3,0.2
2,5d776e2...,1841,0.25,0.6,0.1,0.2
2,5d776e2...,1842,0.2,0.6,0.2,0.2
2,5d776e2...,1843,0.3,0.6,0.25,0.2
2,5d776e2...,1844,0.25,0.6,0.25,0.2
2,5d776e2...,1845,0.25,0.6,0.35,0.2
2,5d776e2...,1846,0.15,0.6,0.15,0.2
2,5d776e2...,1847,0.3,0.6,0.3,0.2
2,5d776e2...,1848,0.2,0.6,0.25,0.2
2,5d776e2...,1849,0.35,0.6,0.3,0.2
2,5d776e2...,1850,0.2,0.6,0.45,0.2
2,5d776e2...,1851,0.2,0.6,0.15,0.2
2,5d776e2...,1852,0.25,0.6,0.45,0.2
2,5d776e2...,1853,0.3,0.6,0.2,0.2
2,5d776e2...,1854,0.1,0.6,0.2,0.2
2,5d776e2...,1855,0.2,0.6,0.4,0.2
2,5d776e2...,1856,0.2,0.6,0.3,0.2
2,5d776e2...,1857,0.35,0.6,0.45,0.2
2,5d776e2...,1858,0.4,0.6,0.25,0.2
2,5d776e2...,1859,0.25,0.6,0.2,0.2
2,5d776e2...,1860,0.2,0.6,0.25,0.2
2,5d776e2...,1861,0.15,0.6,0.2,0.2
2,5d776e2...,1862,0.2,0.6,0.15,0.2
2,5d776e2...,1863,0.3,0.6,0.45,0.2
2,5d776e2...,1864,0.25,0.6,0.3,0.2
2,5d776e2...,1865,0.2,0.6,0.25,0.2
2,5d776e2...,1866,0.2,0.6,0.25,0.2
2,5d776e2...,1867,0.05,0.6,0.25,0.2
2,5d776e2...,1868,0.2,0.6,0.15,0.2
2,5d776e2...,1869,0.4,0.6,0.45,0.2
